Movie,LeadStudio,Genre,RottenTomatoes,AudienceScore,WorldGross,Budget,Year,Ganancia,Exitosa
Battleship,Universal,Other Genres,34.0,55.0,303.03,209.0,2012,94.02999999999997,False
"Crazy, Stupid, Love",Warner Bros,Romance,78.0,81.0,142.85,50.0,2011,92.85,True
Zero Dark Thirty,Sony,Other Genres,93.0,80.0,132.82,40.0,2012,92.82,True
Olympus Has Fallen,FilmDistrict,Other Genres,48.0,68.0,161.03,70.0,2013,91.03,False
Underworld Awakening,Screen Gems,Other Genres,26.0,62.0,160.11,70.0,2012,90.11000000000001,False
Dear John,Sony,Drama,29.0,66.0,114.97,25.0,2010,89.97,False
I Am Number Four,Paramount,Thriller,32.0,57.0,149.88,60.0,2011,89.88,False
Zookeeper,Happy Madison,Comedy,14.0,42.0,169.85,80.0,2011,89.85,False
Last Vegas,CBS,Other Genres,47.0,62.0,117.74,28.0,2013,89.74,False
Alien vs. Predator -- Requiem,Fox,Horror,14.0,37.0,128.88,40.0,2007,88.88,False
Bruno,Universal,Comedy,68.0,48.0,130.8,42.0,2009,88.80000000000001,True
Predators,Fox,Action,64.0,52.0,127.232,40.0,2010,87.232,True
My Bloody Valentine 3-D,Lionsgate,Crime,57.0,48.0,100.73,14.0,2009,86.73,False
Julie & Julia,Sony,Biography,74.0,69.0,126.57,40.0,2009,86.57,True
The Purge,Universal,Other Genres,37.0,37.0,89.33,3.0,2013,86.33,False
New Year's Eve,Warner Bros,Romance,8.0,48.0,142.04,56.0,2011,86.03999999999999,False
Bride Wars,Fox,Comedy,11.0,56.0,115.15,30.0,2009,85.15,False
Blades of Glory,Paramount,Comedy,69.0,66.0,145.71,61.0,2007,84.71000000000001,True
Hope Springs,Sony,Other Genres,74.0,56.0,114.28,30.0,2012,84.28,True
Four Christmases,Warner Bros,Comedy,26.0,52.0,163.73,80.0,2008,83.72999999999999,False
Escape Plan,Summit,Other Genres,49.0,59.0,133.38,50.0,2013,83.38,False
Hotel for Dogs,Paramount,Comedy,46.0,57.0,118.2,35.0,2009,83.2,False
Hitman,Fox,Action,15.0,61.0,99.97,17.5,2007,82.47,False
Warm Bodies,Summit,Other Genres,80.0,74.0,116.98,35.0,2013,81.98,True
Mirror Mirror,Relativity Media,Other Genres,49.0,45.0,166.17,85.0,2012,81.16999999999999,False
A Nightmare on Elm Street,Warner Bros,Horror,13.0,40.0,115.67,35.0,2010,80.67,False
Evil Dead,TriStar,Other Genres,62.0,64.0,97.54,17.0,2013,80.54,True
Vicky Cristina Barcelona,Weinstein,Romance,82.0,73.0,96.41,16.0,2008,80.41,True
Water For Elephants,Fox,Drama,60.0,72.0,117.09,38.0,2011,79.09,True
The Secret Life of Walter Mitty,Fox,Other Genres,48.0,76.0,169.04,90.0,2013,79.03999999999999,False
Transporter 3,Independent,Action,36.0,58.0,108.98,30.0,2008,78.98,False
Zombieland,Sony,Action,90.0,87.0,102.39,23.6,2009,78.78999999999999,True
Sanctum,Relativity Media,Action,30.0,39.0,108.61,30.0,2011,78.61,False
Tower Heist,Relativity Media,Comedy,68.0,61.0,152.92,75.0,2011,77.91999999999999,True
Hellboy II: The Golden Army,Universal,Action,87.0,70.0,160.39,82.5,2008,77.88999999999999,True
The Adjustment Bureau,Independent,Thriller,72.0,67.0,127.87,50.2,2011,77.67,True
The A-Team,Fox,Action,47.0,71.0,177.236,100.0,2010,77.23599999999999,False
The Book of Eli,Independent,Action,48.0,68.0,157.107,80.0,2010,77.107,False
Blue Jasmine,Sony,Other Genres,91.0,81.0,94.8,18.0,2013,76.8,True
Prisoners,Warner Bros,Other Genres,82.0,88.0,122.13,46.0,2013,76.13,True
Pineapple Express,Sony,Action,68.0,74.0,101.62,26.0,2008,75.62,True
The Wolf of Wall Street,Paramount,Other Genres,77.0,83.0,175.61,100.0,2013,75.61000000000001,True
Ghost Rider: Spirit of Vengeance,Sony,Other Genres,17.0,32.0,132.56,57.0,2012,75.56,False
Contagion,Warner Bros,Thriller,84.0,63.0,135.46,60.0,2011,75.46000000000001,True
Forgetting Sarah Marshall,Independent,Comedy,85.0,75.0,105.17,30.0,2008,75.17,True
Sinister,Summit,Horror,63.0,61.0,77.71,3.0,2012,74.71,True
The Lucky One,Warner Bros,Other Genres,20.0,68.0,99.36,25.0,2012,74.36,False
Law Abiding Citizen,Independent,Crime,25.0,77.0,126.48,53.0,2009,73.48,False
Total Recall (2012),Sony,Other Genres,30.0,47.0,198.47,125.0,2012,73.47,False
The Strangers,Relativity Media,Horror,44.0,48.0,82.39,9.0,2008,73.39,False
The Forbidden Kingdom,Relativity Media,Action,64.0,65.0,127.98,55.0,2008,72.98,True
Philomena,Weinstein,Other Genres,92.0,91.0,84.87,12.0,2013,72.87,True
Love & Other Drugs,Fox,Comedy,48.0,55.0,102.802,30.0,2010,72.802,False
Unstoppable,Fox,Action,86.0,73.0,167.802,95.0,2010,72.80199999999999,True
Friday the 13th,Paramount,Horror,25.0,52.0,91.4,19.0,2009,72.4,False
The Possession,Lionsgate,Other Genres,40.0,49.0,85.45,14.0,2012,71.45,False
Contraband,Universal,Other Genres,51.0,58.0,96.26,25.0,2012,71.26,False
2 Guns,Universal,Other Genres,64.0,68.0,131.94,61.0,2013,70.94,True
Jack and Jill,Happy Madison,Comedy,4.0,59.0,149.68,79.0,2011,70.68,False
The Other Guys,Sony,Action,78.0,57.0,170.431,100.0,2010,70.43100000000001,True
The Spiderwick Chronicles,Paramount,Fantasy,79.0,67.0,162.84,92.5,2008,70.34,True
We Bought a Zoo,Fox,Comedy,63.0,79.0,120.081,50.0,2011,70.081,True
Meet the Robinsons,Disney,Animation,66.0,75.0,169.33,100.0,2007,69.33000000000001,True
The Last Song,Disney,Drama,19.0,66.0,89.04,20.0,2010,69.04,False
My Sister's Keeper,Warner Bros,Drama,47.0,73.0,95.71,27.5,2009,68.21,False
The Pirates! Band of Misfits,Sony,Other Genres,86.0,60.0,123.05,55.0,2012,68.05,True
Michael Clayton,Independent,Thriller,90.0,72.0,92.99,25.0,2007,67.99,True
The Heartbreak Kid,Paramount,Comedy,30.0,41.0,127.77,60.0,2007,67.77,False
Easy A,Sony,Comedy,85.0,75.0,74.95,8.0,2010,66.95,True
Epic Movie,Independent,Comedy,2.0,38.0,86.87,20.0,2007,66.87,False
Kick-Ass,Independent,Action,76.0,83.0,96.188,30.0,2010,66.188,True
Made of Honor,Sony,Comedy,13.0,61.0,105.96,40.0,2008,65.96,False
The Last Exorcism,Independent,Drama,73.0,32.0,67.733,1.8,2010,65.933,True
Rambo,Lionsgate,Action,36.0,70.0,113.24,47.5,2008,65.74,False
Stardust,Paramount,Adventure,76.0,86.0,135.56,70.0,2007,65.56,True
The Sorcerer's Apprentice,Disney,Action,42.0,57.0,215.28,150.0,2010,65.28,False
Wall Street: Money Never Sleeps,Independent,Drama,54.0,43.0,134.743,70.0,2010,64.743,False
No Reservations,Other Lead Studios,Comedy,39.0,64.0,92.6,28.0,2007,64.6,False
Coraline,Universal,Animation,89.0,77.0,124.58,60.0,2009,64.58,True
Tooth Fairy,Fox,Comedy,16.0,46.0,112.46,48.0,2010,64.46,False
Role Models,Universal,Comedy,77.0,75.0,92.38,28.0,2008,64.38,True
Premonition,Sony,Drama,8.0,55.0,84.15,20.0,2007,64.15,False
Surf's Up,Sony,Animation,78.0,64.0,149.04,85.0,2007,64.03999999999999,True
The Ides of March,Columbia,Thriller,85.0,76.0,75.99,12.5,2011,63.489999999999995,True
Step Brothers,Sony,Comedy,54.0,68.0,128.11,65.0,2008,63.110000000000014,False
Nim's Island,Independent,Adventure,51.0,50.0,100.08,37.0,2008,63.08,False
The Time Traveler's Wife,Paramount,Drama,38.0,65.0,101.33,39.0,2009,62.33,False
Invictus,Warner Bros,Biography,75.0,74.0,122.23,60.0,2009,62.230000000000004,True
Old Dogs,Buena Vista,Comedy,5.0,49.0,96.75,35.0,2009,61.75,False
Stomp the Yard,Independent,Musical,27.0,83.0,75.51,14.0,2007,61.510000000000005,False
Drive,Independent,Thriller,93.0,79.0,76.17,15.0,2011,61.17,True
Drag Me to Hell,Universal,Horror,92.0,61.0,90.8,30.0,2009,60.8,True
Diary of a Wimpy Kid,Independent,Comedy,53.0,49.0,75.7,15.0,2010,60.7,False
TMNT,Other Lead Studios,Action,33.0,63.0,95.61,35.0,2007,60.61,False
Vampires Suck,Independent,Comedy,4.0,32.0,80.546,20.0,2010,60.54600000000001,False
The Unborn,Relativity Media,Horror,11.0,39.0,76.51,16.0,2009,60.510000000000005,False
Riddick,Universal,Other Genres,58.0,56.0,98.34,38.0,2013,60.34,False
Halloween,Weinstein,Horror,26.0,64.0,80.25,20.0,2007,60.25,False
Moneyball,Columbia,Drama,95.0,89.0,110.2,50.0,2011,60.2,True
Pain and Gain,Paramount,Other Genres,49.0,48.0,86.18,26.0,2013,60.18000000000001,False
Legend of the Guardians: The Owls of Ga'Hoole,Warner Bros,Animation,51.0,65.0,140.073,80.0,2010,60.07300000000001,False
Star Wars: The Clone Wars,Independent,Animation,19.0,46.0,68.28,8.5,2008,59.78,False
Tinker Tailor Soldier Spy,Focus,Thriller,83.0,68.0,80.63,21.0,2011,59.629999999999995,True
Fame,MGM,Comedy,25.0,43.0,77.21,18.0,2009,59.209999999999994,False
Piranha 3-D,Weinstein,Comedy,74.0,45.0,83.188,24.0,2010,59.188,True
The Rite,Warner Bros,Horror,20.0,43.0,96.05,37.0,2011,59.05,False
Spy Kids: All The Time in the World,Weinstein,Action,22.0,40.0,85.56,27.0,2011,58.56,False
Dolphin Tale,Independent,Drama,84.0,81.0,95.41,37.0,2011,58.41,True
Scary Movie 5,Weinstein,Other Genres,4.0,41.0,78.38,20.0,2013,58.379999999999995,False
Nanny McPhee Returns,Universal,Comedy,77.0,54.0,93.24,35.0,2010,58.239999999999995,True
Red 2,Summit,Other Genres,42.0,64.0,142.08,84.0,2013,58.08000000000001,False
Changeling,Independent,Drama,62.0,84.0,113.02,55.0,2008,58.019999999999996,True
Paul,Relativity Media,Comedy,72.0,70.0,97.98,40.0,2011,57.980000000000004,True
A Haunted House,Open Road,Other Genres,10.0,54.0,59.94,2.5,2013,57.44,False
The Three Musketeers,Independent,Action,24.0,48.0,132.27,75.0,2011,57.27000000000001,False
Saw VI,Independent,Horror,40.0,67.0,68.19,11.0,2009,57.19,False
Scream 4,Weinstein,Horror,58.0,57.0,97.14,40.0,2011,57.14,False
Skyline,Independent,Action,16.0,19.0,66.817,10.0,2010,56.81699999999999,False
Race to Witch Mountain,Buena Vista,Action,42.0,50.0,106.38,50.0,2009,56.379999999999995,False
Underworld: Rise of the Lycans,Sony,Action,30.0,68.0,91.35,35.0,2009,56.349999999999994,False
Saving Mr. Banks,Buena Vista,Other Genres,81.0,89.0,91.26,35.0,2013,56.260000000000005,True
The Call,TriStar,Other Genres,43.0,66.0,68.57,13.0,2013,55.56999999999999,False
The Call,TriStar,Other Genres,43.0,66.0,68.57,13.0,2013,55.56999999999999,False
White House Down,Sony,Other Genres,50.0,63.0,205.37,150.0,2013,55.370000000000005,False
Watchmen,Warner Bros,Action,64.0,68.0,185.3,130.0,2009,55.30000000000001,True
Diary of a Wimpy Kid: Dog Days,Fox,Other Genres,51.0,64.0,77.11,22.0,2012,55.11,False
42,Warner Bros,Other Genres,78.0,86.0,95.02,40.0,2013,55.019999999999996,True
Meet the Spartans,Independent,Comedy,2.0,31.0,84.65,30.0,2008,54.650000000000006,False
The Best Man Holiday,Universal,Other Genres,67.0,90.0,71.63,17.0,2013,54.629999999999995,True
Nights in Rodanthe,Warner Bros,Drama,31.0,56.0,84.37,30.0,2008,54.370000000000005,False
Carrie,Sony,Other Genres,49.0,48.0,84.03,30.0,2013,54.03,False
Lone Survivor,Universal,Other Genres,74.0,61.0,93.91,40.0,2013,53.91,True
Obsessed,Sony,Drama,20.0,50.0,73.82,20.0,2009,53.81999999999999,False
The Kite Runner,Paramount,Drama,66.0,85.0,73.28,20.0,2007,53.28,True
(500) Days of Summer,Fox,Comedy,87.0,81.0,60.72,7.5,2009,53.22,True
This Is 40,Universal,Other Genres,51.0,51.0,88.06,35.0,2012,53.06,False
Devil,Independent,Horror,52.0,45.0,62.694,10.0,2010,52.694,False
The Grey,Open Road,Other Genres,79.0,61.0,77.28,25.0,2012,52.28,True
Rush,Universal,Other Genres,89.0,92.0,90.25,38.0,2013,52.25,True
Ghosts of Girlfriends Past,Warner Bros,Comedy,27.0,47.0,102.22,50.0,2009,52.22,False
Season Of The Witch,Relativity Media,Action,10.0,32.0,91.63,40.0,2011,51.629999999999995,False
Diary of a Wimpy Kid 2: Rodrick Rules,Fox,Comedy,47.0,63.0,72.42,21.0,2011,51.42,False
"I Love You, Man",Paramount,Comedy,83.0,72.0,91.4,40.0,2009,51.400000000000006,True
Get Him to the Greek,Universal,Comedy,73.0,63.0,91.257,40.0,2010,51.257000000000005,True
There Will Be Blood,Paramount,Drama,91.0,84.0,76.18,25.0,2007,51.18000000000001,True
Max Payne,Fox,Action,16.0,36.0,85.42,35.0,2008,50.42,False
The Taking of Pelham 1 2 3,Sony,Action,51.0,60.0,150.16,100.0,2009,50.16,False
J.Edgar,Warner Bros,Drama,42.0,84.0,84.61,35.0,2011,49.61,False
Letters to Juliet,Summit,Comedy,40.0,62.0,79.179,30.0,2010,49.179,False
Quartet,Weinstein,Other Genres,80.0,65.0,59.52,11.0,2013,48.52,True
"Definitely, Maybe",Universal,Comedy,71.0,72.0,55.45,7.0,2008,48.45,True
The American,Universal,Crime,66.0,37.0,67.875,20.0,2010,47.875,True
Body of Lies,Warner Bros,Action,53.0,65.0,115.1,67.5,2008,47.599999999999994,False
The Haunting in Connecticut,Lionsgate,Drama,17.0,51.0,77.52,30.0,2009,47.519999999999996,False
Abraham Lincoln: Vampire Hunter,Fox,Other Genres,35.0,51.0,116.47,69.0,2012,47.47,False
Hall Pass,Warner Bros,Comedy,35.0,44.0,83.16,36.0,2011,47.16,False
Red Riding Hood,Warner Bros,Horror,11.0,41.0,89.16,42.0,2011,47.16,False
ParaNorman,Focus,Other Genres,87.0,72.0,107.14,60.0,2012,47.14,True
Abduction,Vertigo,Action,4.0,46.0,82.09,35.0,2011,47.09,False
Orphan,Warner Bros,Horror,55.0,65.0,76.69,30.0,2009,46.69,False
Beowulf,Paramount,Action,71.0,52.0,196.39,150.0,2007,46.389999999999986,True
Street Kings,Fox,Action,37.0,62.0,65.57,20.0,2008,45.56999999999999,False
The Lone Ranger,Buena Vista,Other Genres,31.0,55.0,260.5,215.0,2013,45.5,False
The House Bunny,Sony,Comedy,39.0,54.0,70.44,25.0,2008,45.44,False
The Counselor,Fox,Other Genres,34.0,25.0,70.24,25.0,2013,45.239999999999995,False
Gangster Squad,Warner Bros,Other Genres,32.0,59.0,105.2,60.0,2013,45.2,False
The Eye,Lionsgate,Horror,22.0,51.0,56.96,12.0,2008,44.96,False
The Bank Job,Independent,Thriller,78.0,74.0,64.82,20.0,2008,44.81999999999999,True
Mr. Magorium's Wonder Emporium,Independent,Fantasy,36.0,56.0,69.47,25.0,2007,44.47,False
One Day,Independent,Romance,37.0,54.0,59.39,15.0,2011,44.39,False
What to Expect When You're Expecting,Lionsgate,Other Genres,22.0,48.0,84.38,40.0,2012,44.379999999999995,False
Charlie Wilson's War,Universal,Biography,82.0,73.0,119.0,75.0,2007,44.0,True
The Men Who Stare at Goats,Independent,Comedy,52.0,43.0,68.94,25.0,2009,43.94,False
30 Days of Night,Independent,Horror,50.0,57.0,75.5,32.0,2007,43.5,False
Safe Haven,Relativity Media,Other Genres,12.0,68.0,71.35,28.0,2013,43.349999999999994,False
127 Hours,Independent,Adventure,93.0,84.0,60.73,18.0,2010,42.73,True
Mirrors,Independent,Horror,14.0,49.0,77.49,35.0,2008,42.489999999999995,False
Frankenweenie,Buena Vista,Animation,87.0,70.0,81.49,39.0,2012,42.489999999999995,True
The Back-up Plan,CBS,Comedy,20.0,47.0,77.477,35.0,2010,42.477000000000004,False
Surrogates,Buena Vista,Action,39.0,42.0,122.43,80.0,2009,42.43000000000001,False
Larry Crowne,Universal,Drama,34.0,46.0,72.01,30.0,2011,42.010000000000005,False
Legion,Independent,Action,19.0,36.0,67.92,26.0,2010,41.92,False
Semi-Pro,Warner Bros,Comedy,21.0,41.0,43.88,2.6,2008,41.28,False
Into the Wild,Paramount,Drama,82.0,90.0,56.25,15.0,2007,41.25,True
End of Watch,Open Road,Other Genres,85.0,86.0,48.13,7.0,2012,41.13,True
Tyler Perry's Why Did I get Married,Independent,Romance,46.0,47.0,55.86,15.0,2007,40.86,False
Why Did I Get Married Too?,Lionsgate,Comedy,27.0,67.0,60.67,20.0,2010,40.67,False
Smokin' Aces,Universal,Action,27.0,64.0,57.1,17.0,2007,40.1,False
Remember Me,Summit,Drama,28.0,70.0,56.034,16.0,2010,40.034,False
Shutter,Fox,Horror,7.0,40.0,47.88,8.0,2008,39.88,False
Footloose,Spyglass Entertainment,Drama,71.0,71.0,63.54,24.0,2011,39.54,True
The Mist,Weinstein,Horror,72.0,64.0,57.29,18.0,2007,39.29,True
Prom Night,Independent,Horror,8.0,46.0,57.2,18.0,2008,39.2,False
Fool's Gold,Warner Bros,Adventure,11.0,53.0,111.23,72.5,2008,38.730000000000004,False
Confessions of a Shopaholic,Disney,Comedy,24.0,53.0,108.3,70.0,2009,38.3,False
Savages (2012),Universal,Other Genres,51.0,55.0,82.97,45.0,2012,37.97,False
Anna Karenina,Focus,Other Genres,63.0,51.0,68.93,31.0,2012,37.93000000000001,True
The Other Boleyn Girl,Independent,Drama,41.0,65.0,77.71,40.0,2008,37.709999999999994,False
The Fourth Kind,Universal,Mystery,18.0,44.0,47.7,10.0,2009,37.7,False
The Next Three Days,Lionsgate,Crime,51.0,66.0,67.45,30.0,2010,37.45,False
Takers,Sony,Action,27.0,57.0,69.05,32.0,2010,37.05,False
The Cabin in the Woods,Lionsgate,Horror,92.0,73.0,66.49,30.0,2012,36.489999999999995,True
Chernobyl Diaries,Warner Bros,Other Genres,19.0,29.0,37.16,1.0,2012,36.16,False
Free Birds,Relativity Media,Animation,18.0,47.0,90.84,55.0,2013,35.84,False
Hugo,Paramount,Adventure,93.0,84.0,185.769,150.0,2011,35.769000000000005,True
Planet 51,Independent,Animation,22.0,45.0,105.64,70.0,2009,35.64,False
The Internship,Fox,Other Genres,34.0,54.0,93.49,58.0,2013,35.489999999999995,False
The Lincoln Lawyer,Lionsgate,Drama,84.0,82.0,75.01,40.0,2011,35.010000000000005,True
The Crazies,Liberty Starz,Horror,72.0,54.0,54.803,20.0,2010,34.803,True
Shooter,Paramount,Action,47.0,82.0,95.7,61.0,2007,34.7,False
Milk,Universal,Biography,94.0,88.0,54.59,20.0,2008,34.59,True
Burlesque,Paramount,Drama,36.0,66.0,89.519,55.0,2010,34.519000000000005,False
License to Wed,Warner Bros,Comedy,8.0,55.0,69.31,35.0,2007,34.31,False
The Hurt Locker,Independent,Drama,97.0,83.0,49.22,15.0,2009,34.22,True
Good Luck Chuck,Lionsgate,Comedy,3.0,61.0,59.19,25.0,2007,34.19,False
John Carter,Buena Vista,Other Genres,51.0,60.0,284.14,250.0,2012,34.139999999999986,False
For Colored Girls,Independent,Drama,33.0,73.0,55.049,21.0,2010,34.049,False
The Women,Warner Bros,Drama,13.0,41.0,50.01,16.0,2008,34.01,False
We Own the Night,Sony,Drama,55.0,63.0,54.93,21.0,2007,33.93,False
Hanna,Universal,Action,71.0,67.0,63.78,30.0,2011,33.78,True
Marmaduke,Fox,Comedy,9.0,46.0,83.757,50.0,2010,33.757000000000005,False
The X-Files: I Want to Believe,Fox,Thriller,32.0,34.0,68.37,35.0,2008,33.370000000000005,False
Side Effects,Open Road,Other Genres,84.0,71.0,63.37,30.0,2013,33.37,True
Walking with Dinosaurs,Fox,Other Genres,25.0,41.0,113.19,80.0,2013,33.19,False
The Spirit,Lionsgate,Action,14.0,29.0,39.03,6.0,2008,33.03,False
Fireproof,Independent,Drama,40.0,51.0,33.47,0.5,2008,32.97,False
Runner Runner,Fox,Other Genres,9.0,34.0,62.68,30.0,2013,32.68,False
21 and Over,Relativity Media,Other Genres,28.0,49.0,45.58,13.0,2013,32.58,False
The Tale of Despereaux,Universal,Animation,54.0,46.0,86.95,55.0,2008,31.950000000000003,False
Kick-Ass 2,Universal,Other Genres,29.0,62.0,59.56,28.0,2013,31.560000000000002,False
Harold and Kumar Escape from Guantanamo Bay,Warner Bros,Adventure,54.0,65.0,43.49,12.0,2008,31.490000000000002,False
Daybreakers,Lionsgate,Action,67.0,50.0,51.41,20.0,2010,31.409999999999997,True
50/50,Independent,Comedy,93.0,93.0,39.19,8.0,2011,31.189999999999998,True
The Switch,Independent,Comedy,52.0,44.0,49.831,19.0,2010,30.831000000000003,False
The Kids Are All Right,Independent,Comedy,94.0,72.0,34.704,4.0,2010,30.704,True
Death Race,Universal,Action,42.0,69.0,75.68,45.0,2008,30.680000000000007,False
The Mortal Instruments: City of Bones,Sony,Action,12.0,61.0,90.57,60.0,2013,30.569999999999993,False
Alpha and Omega,Crest,Animation,17.0,41.0,50.507,20.0,2010,30.506999999999998,False
The Duchess,Paramount,Drama,60.0,68.0,43.31,13.5,2008,29.810000000000002,True
She's Out of My League,Paramount,Comedy,57.0,60.0,49.778,20.0,2010,29.778,False
House at the End of The Street,Relativity Media,Other Genres,10.0,42.0,39.46,10.0,2012,29.46,False
Quarantine,Sony,Horror,59.0,46.0,41.32,12.0,2008,29.32,False
Soul Surfer,Sony,Drama,46.0,79.0,47.09,18.0,2011,29.090000000000003,False
The Secret Life of Bees,Fox,Drama,56.0,78.0,39.95,11.0,2008,28.950000000000003,False
Hot Tub Time Machine,MGM,Adventure,64.0,57.0,64.571,36.0,2010,28.570999999999998,True
The Lovely Bones,Paramount,Drama,32.0,57.0,93.51,65.0,2009,28.510000000000005,False
Cloud Atlas,Warner Bros,Other Genres,66.0,67.0,130.48,102.0,2012,28.47999999999999,True
Gamer,Lionsgate,Action,29.0,43.0,40.82,12.5,2009,28.32,False
State of Play,Universal,Crime,84.0,71.0,88.3,60.0,2009,28.299999999999997,True
Dragonball Evolution,Fox,Action,15.0,28.0,58.23,30.0,2009,28.229999999999997,False
Lions for Lambs,Independent,Drama,27.0,48.0,63.22,35.0,2007,28.22,False
Mr. Brooks,MGM,Thriller,56.0,75.0,48.12,20.0,2007,28.119999999999997,False
Death at a Funeral,Independent,Comedy,40.0,48.0,49.05,21.0,2010,28.049999999999997,False
Snitch,Summit,Other Genres,56.0,63.0,42.93,15.0,2013,27.93,False
The Boy in the Striped Pyjamas,Independent,Drama,63.0,84.0,40.42,12.5,2008,27.92,True
Space Chimps,Independent,Animation,36.0,37.0,64.83,37.0,2008,27.83,False
The Nanny Diaries,Weinstein,Comedy,33.0,52.0,47.74,20.0,2007,27.740000000000002,False
Lawless,Weinstein,Other Genres,67.0,75.0,53.68,26.0,2012,27.68,True
Cats & Dogs: The Revenge of Kitty Galore,Independent,Action,13.0,43.0,112.49,85.0,2010,27.489999999999995,False
Did You Hear About the Morgans?,Sony,Comedy,12.0,31.0,85.28,58.0,2009,27.28,False
Tyler Perry's The Family That Preys,Independent,Drama,51.0,36.0,37.11,10.0,2008,27.11,False
Babylon A.D.,Fox,Action,7.0,32.0,72.11,45.0,2008,27.11,False
Sicko,Weinstein,Documentary,93.0,87.0,36.09,9.0,2007,27.090000000000003,True
Spring Breakers,A24,Other Genres,65.0,39.0,31.72,5.0,2013,26.72,True
Beastly,CBS,Romance,19.0,50.0,43.17,17.0,2011,26.17,False
The World's End,Focus,Other Genres,89.0,73.0,46.09,20.0,2013,26.090000000000003,True
Doubt,Independent,Drama,78.0,75.0,50.91,25.0,2008,25.909999999999997,True
One Missed Call,Warner Bros,Horror,0.0,36.0,45.85,20.0,2008,25.85,False
Dallas Buyers Club,Focus,Drama,94.0,92.0,30.85,5.0,2013,25.85,True
First Sunday,Sony,Comedy,13.0,59.0,38.8,13.0,2008,25.799999999999997,False
The Debt,Universal,Thriller,76.0,70.0,45.64,20.0,2011,25.64,True
Hostel: Part II,Lionsgate,Horror,44.0,45.0,35.62,10.0,2007,25.619999999999997,False
Cop Out,Warner Bros,Action,19.0,45.0,55.588,30.0,2010,25.588,False
Something Borrowed,Independent,Romance,52.0,61.0,60.18,35.0,2011,25.18,False
All About Steve,Independent,Comedy,6.0,35.0,40.12,15.0,2010,25.119999999999997,False
All About Steve,Fox,Comedy,6.0,35.0,40.12,15.0,2009,25.119999999999997,False
My Week with Marilyn,Weinstein,Drama,83.0,84.0,35.06,10.0,2011,25.060000000000002,True
The Three Stooges,Fox,Other Genres,52.0,49.0,54.82,30.0,2012,24.82,False
Lakeview Terrace,Sony,Crime,46.0,44.0,44.65,20.0,2008,24.65,False
The Roommate,Independent,Horror,4.0,29.0,40.49,16.0,2011,24.490000000000002,False
Don Jon,Relativity Media,Other Genres,81.0,64.0,30.45,6.0,2013,24.45,True
A Serious Man,Universal,Drama,89.0,64.0,31.43,7.0,2009,24.43,True
Halloween II,Independent,Horror,20.0,45.0,39.41,15.0,2009,24.409999999999997,False
Notorious,Fox,Biography,50.0,66.0,44.36,20.0,2009,24.36,False
Machete,Independent,Action,73.0,66.0,44.089,20.0,2010,24.089,True
Jobs,Open Road,Other Genres,27.0,85.0,35.93,12.0,2013,23.93,False
Movie 43,Relativity Media,Other Genres,4.0,25.0,29.93,6.0,2013,23.93,False
The Five-Year Engagement,Universal,Other Genres,63.0,52.0,53.91,30.0,2012,23.909999999999997,True
Nick and Norah's Infinite Playlist,Sony,Comedy,73.0,67.0,33.51,10.0,2008,23.509999999999998,True
Arbitrage,Roadside Attractions,Other Genres,87.0,63.0,35.49,12.0,2012,23.490000000000002,True
The Change Up,Relativity Media,Comedy,24.0,53.0,75.45,52.0,2011,23.450000000000003,False
Killers,Lionsgate,Action,11.0,45.0,98.16,75.0,2010,23.159999999999997,False
Killing Them Softly,Weinstein,Other Genres,75.0,44.0,37.93,15.0,2012,22.93,True
Dark Skies,Weinstein,Other Genres,39.0,50.0,26.42,3.5,2013,22.92,False
The Reaping,Other Lead Studios,Horror,9.0,53.0,62.77,40.0,2007,22.770000000000003,False
The Hills Have Eyes 2,Independent,Horror,11.0,50.0,37.47,15.0,2007,22.47,False
The Tree Of Life,Independent,Drama,84.0,61.0,54.3,32.0,2011,22.299999999999997,True
3:10 to Yuma,Lionsgate,Adventure,88.0,85.0,70.02,48.0,2007,22.019999999999996,True
Tyler Perry's Meet the Browns,Independent,Drama,31.0,36.0,41.98,20.0,2008,21.979999999999997,False
My Best Friend's Girl,Lionsgate,Comedy,14.0,51.0,41.62,20.0,2008,21.619999999999997,False
Under the Same Moon,Weinstein,Other Genres,72.0,37.0,23.31,1.7,2008,21.61,True
Crank: High Voltage,Lionsgate,Action,62.0,54.0,34.5,12.9,2009,21.6,True
Colombiana,Sony,Action,28.0,55.0,60.97,40.0,2011,20.97,False
Katy Perry: Part of Me,Paramount,Other Genres,78.0,73.0,32.73,12.0,2012,20.729999999999997,True
Never Back Down,Summit,Action,23.0,37.0,41.63,21.0,2008,20.630000000000003,False
Apollo 18,Weinstein,Horror,23.0,31.0,25.56,5.0,2011,20.56,False
The Place Beyond the Pines,Focus,Other Genres,81.0,75.0,35.49,15.0,2013,20.490000000000002,True
The Perks of Being a Wallflower,Summit,Other Genres,85.0,89.0,33.38,13.0,2012,20.380000000000003,True
Waitress,Independent,Romance,89.0,67.0,22.18,2.0,2007,20.18,True
Whatever Works,Independent,Comedy,50.0,63.0,35.09,15.0,2009,20.090000000000003,False
Morning Glory,Independent,Comedy,54.0,54.0,60.039,40.0,2010,20.039,False
Green Lantern,Warner Bros,Action,27.0,48.0,219.85,200.0,2011,19.849999999999994,False
